timestamp,building_id,asset_id,asset_type,nominal_voltage_V,voltage_V,current_A,capacity_kw,ambient_temperature_C
2026-04-21 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.12,70.26,45,20.94
2026-04-21 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.13,72.04,45,21.18
2026-04-22 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.22,43.22,45,19.89
2026-04-22 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.27,43.21,45,17.86
2026-04-22 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.98,47.99,45,19.29
2026-04-22 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.04,43.26,45,19.72
2026-04-22 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.09,43.04,45,20.29
2026-04-22 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.19,55.06,45,19.61
2026-04-22 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.73,59.42,45,23.49
2026-04-22 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.0,78.18,45,24.17
2026-04-22 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.83,86.19,45,22.74
2026-04-22 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.08,100.54,45,24.35
2026-04-22 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.31,107.25,45,23.9
2026-04-22 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.42,102.28,45,27.25
2026-04-22 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.04,117.74,45,26.53
2026-04-22 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.36,115.88,45,28.73
2026-04-22 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.93,116.09,45,27.06
2026-04-22 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.53,127.4,45,29.02
2026-04-22 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.82,120.1,45,28.15
2026-04-22 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.97,125.94,45,27.6
2026-04-22 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.88,92.72,45,24.42
2026-04-22 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.42,91.65,45,24.91
2026-04-22 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.35,93.72,45,25.08
2026-04-22 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.19,66.24,45,25.82
2026-04-22 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.15,66.26,45,21.09
2026-04-22 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.89,65.43,45,23.11
2026-04-23 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.08,47.34,45,19.01
2026-04-23 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.16,47.67,45,19.47
2026-04-23 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.48,43.38,45,20.05
2026-04-23 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.91,50.23,45,17.77
2026-04-23 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.05,43.47,45,18.05
2026-04-23 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.8,55.78,45,19.84
2026-04-23 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.52,53.88,45,23.49
2026-04-23 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.36,77.23,45,21.8
2026-04-23 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.99,88.04,45,22.77
2026-04-23 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.9,95.3,45,23.24
2026-04-23 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.4,98.82,45,22.5
2026-04-23 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.71,105.95,45,29.16
2026-04-23 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.49,119.45,45,26.9
2026-04-23 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.92,111.73,45,28.91
2026-04-23 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.13,118.59,45,28.72
2026-04-23 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.03,117.81,45,27.9
2026-04-23 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.74,127.58,45,29.33
2026-04-23 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.14,128.25,45,28.59
2026-04-23 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.49,98.19,45,26.0
2026-04-23 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.18,98.53,45,25.44
2026-04-23 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.23,99.15,45,25.63
2026-04-23 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.59,61.96,45,25.51
2026-04-23 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.78,71.68,45,20.61
2026-04-23 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.06,65.01,45,20.66
2026-04-24 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.0,51.06,45,19.59
2026-04-24 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.4,44.67,45,20.11
2026-04-24 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.07,44.64,45,19.33
2026-04-24 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.1,47.92,45,17.99
2026-04-24 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.11,43.73,45,17.52
2026-04-24 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.74,62.1,45,19.3
2026-04-24 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.17,58.31,45,22.34
2026-04-24 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.05,76.48,45,21.79
2026-04-24 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.89,78.47,45,23.58
2026-04-24 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.99,94.84,45,23.04
2026-04-24 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.69,102.78,45,22.59
2026-04-24 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.95,102.06,45,29.18
2026-04-24 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.95,120.28,45,28.39
2026-04-24 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.23,117.27,45,29.23
2026-04-24 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.86,113.87,45,28.52
2026-04-24 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.03,116.81,45,27.9
2026-04-24 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.9,125.54,45,29.22
2026-04-24 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.25,126.54,45,26.86
2026-04-24 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.47,98.35,45,24.21
2026-04-24 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.87,97.54,45,24.84
2026-04-24 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.99,90.3,45,23.57
2026-04-24 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.59,67.84,45,23.59
2026-04-24 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.34,67.09,45,22.98
2026-04-24 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.75,62.66,45,22.09
2026-04-25 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.32,43.2,45,20.46
2026-04-25 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.1,43.46,45,19.91
2026-04-25 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.86,43.51,45,20.05
2026-04-25 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.01,43.27,45,19.3
2026-04-25 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.99,43.27,45,20.15
2026-04-25 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.16,43.56,45,18.23
2026-04-25 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.91,52.99,45,21.82
2026-04-25 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.36,60.75,45,23.94
2026-04-25 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.16,65.2,45,22.83
2026-04-25 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.49,75.93,45,23.25
2026-04-25 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.33,77.49,45,22.7
2026-04-25 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.97,79.41,45,29.18
2026-04-25 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.23,86.81,45,27.67
2026-04-25 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.09,92.88,45,26.99
2026-04-25 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.03,87.19,45,28.56
2026-04-25 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.09,103.97,45,29.5
2026-04-25 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.86,105.47,45,29.07
2026-04-25 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.94,101.71,45,27.32
2026-04-25 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.37,82.75,45,24.74
2026-04-25 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.25,73.64,45,24.87
2026-04-25 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.86,76.98,45,25.68
2026-04-25 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.14,57.52,45,26.12
2026-04-25 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.59,50.1,45,22.4
2026-04-25 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.32,50.04,45,20.79
2026-04-26 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.62,43.35,45,20.34
2026-04-26 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.19,43.02,45,19.63
2026-04-26 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.18,43.03,45,19.51
2026-04-26 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.77,43.11,45,17.71
2026-04-26 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.01,43.27,45,20.26
2026-04-26 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.08,45.65,45,18.12
2026-04-26 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.96,48.04,45,22.79
2026-04-26 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.88,65.66,45,23.01
2026-04-26 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.39,67.41,45,23.29
2026-04-26 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.32,74.67,45,21.97
2026-04-26 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.8,77.59,45,23.65
2026-04-26 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.26,84.9,45,28.56
2026-04-26 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.82,88.26,45,26.77
2026-04-26 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.98,89.54,45,26.97
2026-04-26 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.22,90.22,45,26.92
2026-04-26 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.16,97.35,45,28.46
2026-04-26 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.68,97.75,45,27.66
2026-04-26 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.32,96.43,45,27.81
2026-04-26 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.76,74.96,45,26.41
2026-04-26 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.94,70.07,45,25.53
2026-04-26 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.16,76.19,45,25.0
2026-04-26 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.02,51.18,45,25.62
2026-04-26 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.25,56.31,45,21.93
2026-04-26 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.41,58.42,45,20.8
2026-04-27 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.8,43.1,45,19.58
2026-04-27 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.73,46.79,45,17.92
2026-04-27 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.87,45.38,45,17.96
2026-04-27 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.49,43.38,45,19.03
2026-04-27 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.33,45.35,45,19.46
2026-04-27 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.07,63.87,45,18.48
2026-04-27 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.85,57.02,45,23.81
2026-04-27 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.66,77.0,45,23.42
2026-04-27 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.91,86.92,45,24.5
2026-04-27 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.89,102.89,45,21.81
2026-04-27 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.76,105.58,45,22.79
2026-04-27 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.0,97.01,45,28.95
2026-04-27 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.47,119.36,45,28.15
2026-04-27 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.67,110.96,45,29.37
2026-04-27 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.96,121.87,45,29.42
2026-04-27 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.63,125.53,45,26.6
2026-04-27 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.17,128.75,45,27.47
2026-04-27 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.68,127.33,45,26.6
2026-04-27 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.88,102.48,45,25.5
2026-04-27 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.54,100.83,45,23.67
2026-04-27 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.71,96.58,45,26.4
2026-04-27 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.63,66.06,45,24.3
2026-04-27 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.69,61.99,45,22.36
2026-04-27 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.95,67.88,45,21.07
2026-04-28 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.45,48.5,45,18.02
2026-04-28 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.9,46.36,45,18.85
2026-04-28 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.86,44.32,45,20.12
2026-04-28 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.77,43.32,45,20.11
2026-04-28 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.74,49.3,45,19.71
2026-04-28 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.15,64.58,45,17.84
2026-04-28 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.78,61.1,45,22.31
2026-04-28 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.54,79.32,45,23.85
2026-04-28 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.0,80.41,45,23.4
2026-04-28 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.04,100.2,45,22.63
2026-04-28 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.13,99.4,45,23.61
2026-04-28 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.26,105.73,45,28.77
2026-04-28 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.05,117.58,45,28.09
2026-04-28 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.26,119.04,45,28.71
2026-04-28 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.76,118.18,45,27.66
2026-04-28 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.49,128.07,45,26.51
2026-04-28 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.73,121.67,45,28.85
2026-04-28 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.04,120.28,45,29.22
2026-04-28 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.68,99.03,45,25.56
2026-04-28 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.92,91.99,45,26.14
2026-04-28 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.37,92.35,45,24.62
2026-04-28 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.74,70.59,45,26.16
2026-04-28 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.17,68.98,45,20.92
2026-04-28 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.11,70.74,45,20.97
2026-04-29 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.02,49.55,45,18.03
2026-04-29 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.93,47.98,45,19.96
2026-04-29 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.98,44.1,45,19.71
2026-04-29 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.04,49.59,45,18.59
2026-04-29 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.16,49.77,45,18.17
2026-04-29 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.93,53.79,45,20.07
2026-04-29 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.01,65.86,45,21.67
2026-04-29 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.96,76.4,45,22.86
2026-04-29 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.66,84.53,45,22.75
2026-04-29 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.94,97.78,45,22.09
2026-04-29 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.41,107.15,45,24.36
2026-04-29 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.5,100.91,45,26.53
2026-04-29 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.12,119.93,45,28.64
2026-04-29 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.89,111.04,45,28.85
2026-04-29 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.11,109.58,45,29.3
2026-04-29 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.41,130.17,45,27.5
2026-04-29 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.39,118.24,45,27.0
2026-04-29 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.21,127.25,45,28.62
2026-04-29 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.86,96.43,45,25.52
2026-04-29 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.76,90.61,45,24.1
2026-04-29 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.4,100.95,45,25.23
2026-04-29 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.46,71.17,45,25.18
2026-04-29 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.98,70.73,45,22.34
2026-04-29 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.69,62.25,45,21.35
2026-04-30 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.65,43.13,45,19.35
2026-04-30 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.05,47.7,45,18.99
2026-04-30 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.87,51.74,45,17.58
2026-04-30 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.34,43.2,45,18.39
2026-04-30 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.14,51.2,45,19.8
2026-04-30 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.42,59.99,45,17.98
2026-04-30 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.88,54.61,45,22.27
2026-04-30 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.77,83.81,45,23.9
2026-04-30 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.7,85.87,45,23.85
2026-04-30 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.56,104.12,45,23.07
2026-04-30 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.12,103.69,45,21.88
2026-04-30 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.99,101.92,45,28.35
2026-04-30 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.24,115.57,45,27.18
2026-04-30 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.94,115.76,45,28.92
2026-04-30 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.27,120.45,45,28.83
2026-04-30 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.44,118.83,45,29.4
2026-04-30 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.57,120.86,45,26.59
2026-04-30 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.86,122.18,45,27.33
2026-04-30 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.09,91.58,45,24.81
2026-04-30 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.2,92.79,45,25.85
2026-04-30 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.44,96.67,45,24.66
2026-04-30 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.97,64.3,45,25.6
2026-04-30 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.22,68.12,45,20.94
2026-04-30 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.67,67.08,45,22.35
2026-05-01 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.64,51.33,45,19.89
2026-05-01 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.72,48.19,45,19.81
2026-05-01 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.91,43.5,45,20.31
2026-05-01 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.93,43.28,45,19.14
2026-05-01 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.83,43.3,45,19.96
2026-05-01 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.05,52.89,45,19.64
2026-05-01 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.01,64.64,45,21.75
2026-05-01 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.67,78.42,45,24.27
2026-05-01 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.27,84.09,45,22.81
2026-05-01 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.84,97.6,45,21.52
2026-05-01 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.64,107.38,45,23.83
2026-05-01 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.19,100.65,45,27.57
2026-05-01 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.27,113.36,45,28.02
2026-05-01 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.7,121.38,45,27.85
2026-05-01 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.76,119.22,45,29.18
2026-05-01 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.07,121.21,45,28.6
2026-05-01 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.57,124.13,45,28.48
2026-05-01 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.81,120.13,45,28.88
2026-05-01 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.15,95.39,45,25.88
2026-05-01 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.05,95.33,45,23.62
2026-05-01 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.01,93.52,45,23.51
2026-05-01 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.15,70.67,45,25.03
2026-05-01 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.22,63.54,45,22.4
2026-05-01 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.18,68.33,45,22.84
2026-05-02 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.95,43.28,45,18.24
2026-05-02 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.75,43.11,45,19.74
2026-05-02 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.93,43.08,45,19.1
2026-05-02 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.91,43.5,45,18.42
2026-05-02 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.0,43.06,45,17.84
2026-05-02 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.83,51.24,45,18.45
2026-05-02 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.19,47.82,45,22.25
2026-05-02 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.85,61.38,45,21.73
2026-05-02 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.11,69.65,45,22.97
2026-05-02 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.11,86.58,45,23.23
2026-05-02 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.97,79.54,45,23.99
2026-05-02 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.29,83.66,45,27.96
2026-05-02 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.74,91.76,45,26.96
2026-05-02 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.14,94.51,45,29.35
2026-05-02 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.99,90.09,45,29.34
2026-05-02 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.0,101.57,45,28.55
